date,datatype,station,attributes,value
2019-01-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",46
2019-01-01T00:00:00,TAVG,GHCND:CA007022579,",,C,",-27
2019-01-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",7
2019-01-02T00:00:00,TAVG,GHCND:CA007022579,",,C,",-95
2019-01-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",71
2019-01-03T00:00:00,TAVG,GHCND:CA007022579,",,C,",-60
2019-01-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",6
2019-01-04T00:00:00,TAVG,GHCND:CA007022579,",,C,",-5
2019-01-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",3
2019-01-05T00:00:00,TAVG,GHCND:CA007022579,",,C,",3
2019-01-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",49
2019-01-06T00:00:00,TAVG,GHCND:CA007022579,",,C,",-73
2019-01-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",5
2019-01-07T00:00:00,TAVG,GHCND:CA007022579,",,C,",-117
2019-01-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",76
2019-01-08T00:00:00,TAVG,GHCND:CA007022579,",,C,",-31
2019-01-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",131
2019-01-09T00:00:00,TAVG,GHCND:CA007022579,",,C,",-16
2019-01-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",54
2019-01-10T00:00:00,TAVG,GHCND:CA007022579,",,C,",-93
2019-01-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",7
2019-01-11T00:00:00,TAVG,GHCND:CA007022579,",,C,",-170
2019-01-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",5
2019-01-12T00:00:00,TAVG,GHCND:CA007022579,",,C,",-170
2019-01-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2019-01-13T00:00:00,TAVG,GHCND:CA007022579,",,C,",-172
2019-01-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",3
2019-01-14T00:00:00,TAVG,GHCND:CA007022579,",,C,",-138
2019-01-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",6
2019-01-15T00:00:00,TAVG,GHCND:CA007022579,",,C,",-75
2019-01-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",15
2019-01-16T00:00:00,TAVG,GHCND:CA007022579,",,C,",-98
2019-01-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-01-17T00:00:00,TAVG,GHCND:CA007022579,",,C,",-163
2019-01-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",31
2019-01-18T00:00:00,TAVG,GHCND:CA007022579,",,C,",-79
2019-01-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-01-19T00:00:00,TAVG,GHCND:CA007022579,",,C,",-177
2019-01-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",69
2019-01-20T00:00:00,TAVG,GHCND:CA007022579,",,C,",-159
2019-01-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",23
2019-01-21T00:00:00,TAVG,GHCND:CA007022579,",,C,",-218
2019-01-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",251
2019-01-22T00:00:00,TAVG,GHCND:CA007022579,",,C,",-176
2019-01-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",373
2019-01-23T00:00:00,TAVG,GHCND:CA007022579,",,C,",-29
2019-01-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",283
2019-01-24T00:00:00,TAVG,GHCND:CA007022579,",,C,",4
2019-01-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",23
2019-01-25T00:00:00,TAVG,GHCND:CA007022579,",,C,",-77
2019-01-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",5
2019-01-26T00:00:00,TAVG,GHCND:CA007022579,",,C,",-122
2019-01-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-01-27T00:00:00,TAVG,GHCND:CA007022579,",,C,",-76
2019-01-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",16
2019-01-28T00:00:00,TAVG,GHCND:CA007022579,",,C,",-162
2019-01-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",43
2019-01-29T00:00:00,TAVG,GHCND:CA007022579,",,C,",-95
2019-01-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",13
2019-01-30T00:00:00,TAVG,GHCND:CA007022579,",,C,",-130
2019-02-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-01T00:00:00,TAVG,GHCND:CA007022579,",,C,",-148
2019-02-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",32
2019-02-02T00:00:00,TAVG,GHCND:CA007022579,",,C,",-127
2019-02-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",47
2019-02-03T00:00:00,TAVG,GHCND:CA007022579,",,C,",-43
2019-02-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",8
2019-02-04T00:00:00,TAVG,GHCND:CA007022579,",,C,",34
2019-02-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",59
2019-02-05T00:00:00,TAVG,GHCND:CA007022579,",,C,",-7
2019-02-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",30
2019-02-06T00:00:00,TAVG,GHCND:CA007022579,",,C,",-61
2019-02-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",37
2019-02-07T00:00:00,TAVG,GHCND:CA007022579,",,C,",-2
2019-02-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",3
2019-02-08T00:00:00,TAVG,GHCND:CA007022579,",,C,",-12
2019-02-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-09T00:00:00,TAVG,GHCND:CA007022579,",,C,",-109
2019-02-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-10T00:00:00,TAVG,GHCND:CA007022579,",,C,",-103
2019-02-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-11T00:00:00,TAVG,GHCND:CA007022579,",,C,",-136
2019-02-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",43
2019-02-12T00:00:00,TAVG,GHCND:CA007022579,",,C,",-124
2019-02-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",112
2019-02-13T00:00:00,TAVG,GHCND:CA007022579,",,C,",-31
2019-02-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2019-02-14T00:00:00,TAVG,GHCND:CA007022579,",,C,",-54
2019-02-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",33
2019-02-15T00:00:00,TAVG,GHCND:CA007022579,",,C,",-4
2019-02-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2019-02-16T00:00:00,TAVG,GHCND:CA007022579,",,C,",-71
2019-02-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-17T00:00:00,TAVG,GHCND:CA007022579,",,C,",-127
2019-02-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",11
2019-02-18T00:00:00,TAVG,GHCND:CA007022579,",,C,",-125
2019-02-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-19T00:00:00,TAVG,GHCND:CA007022579,",,C,",-142
2019-02-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2019-02-20T00:00:00,TAVG,GHCND:CA007022579,",,C,",-99
2019-02-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",76
2019-02-21T00:00:00,TAVG,GHCND:CA007022579,",,C,",-19
2019-02-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-22T00:00:00,TAVG,GHCND:CA007022579,",,C,",-48
2019-02-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-23T00:00:00,TAVG,GHCND:CA007022579,",,C,",-48
2019-02-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",122
2019-02-24T00:00:00,TAVG,GHCND:CA007022579,",,C,",15
2019-02-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",4
2019-02-25T00:00:00,TAVG,GHCND:CA007022579,",,C,",-60
2019-02-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-26T00:00:00,TAVG,GHCND:CA007022579,",,C,",-159
2019-02-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2019-02-27T00:00:00,TAVG,GHCND:CA007022579,",,C,",-183
2019-02-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-02-28T00:00:00,TAVG,GHCND:CA007022579,",,C,",-139
2019-03-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-03-01T00:00:00,TAVG,GHCND:CA007022579,",,C,",-78
2019-03-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-03-02T00:00:00,TAVG,GHCND:CA007022579,",,C,",-17
2019-03-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",21
2019-03-03T00:00:00,TAVG,GHCND:CA007022579,",,C,",-34
2019-03-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2019-03-04T00:00:00,TAVG,GHCND:CA007022579,",,C,",-73
2019-03-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",9
2019-03-05T00:00:00,TAVG,GHCND:CA007022579,",,C,",-114
2019-03-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",4
2019-03-06T00:00:00,TAVG,GHCND:CA007022579,",,C,",-128
2019-03-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-03-07T00:00:00,TAVG,GHCND:CA007022579,",,C,",-138
2019-03-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-03-08T00:00:00,TAVG,GHCND:CA007022579,",,C,",-80
2019-03-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2019-03-09T00:00:00,TAVG,GHCND:CA007022579,",,C,",-57
2019-03-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",33
2019-03-10T00:00:00,TAVG,GHCND:CA007022579,",,C,",-14
2019-03-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",67
2019-03-11T00:00:00,TAVG,GHCND:CA007022579,",,C,",-9
2019-03-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2019-03-12T00:00:00,TAVG,GHCND:CA007022579,",,C,",-61
2019-03-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",22
2019-03-13T00:00:00,TAVG,GHCND:CA007022579,",,C,",-33
2019-03-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
